id,email,currency,amount
1359,Catalina.Quinton.188967@optiopay.com,USD,688
1360,Sebastian.Catalina.90282@optiopay.com,EUR,2675
1361,Micki.Micki.51051@optiopay.com,USD,-1960
1362,Yoshik.Giuseppina.157405@optiopay.com,EUR,82
1363,Lise.Giuseppina.145992@optiopay.com,EUR,2301
1364,Giuseppina.Donnell.140042@optiopay.com,USD,1412
1365,Wilton.Giselle.148615@optiopay.com,USD,1903
1366,Elizbeth.Catalina.15256@optiopay.com,USD,-880
1367,Lise.Lise.118411@optiopay.com,USD,1845
1368,Yoshik.Stephan.160000@optiopay.com,USD,-1342
1369,Quinton.Brendan.172400@optiopay.com,USD,1299
1370,Giselle.Giuseppina.61187@optiopay.com,EUR,469
1371,Wilton.Giselle.148615@optiopay.com,USD,755
1372,Emelina.Lise.95935@optiopay.com,EUR,-1162
1373,Lise.Roxann.27103@optiopay.com,EUR,1335
1374,Emelina.Elizbeth.63@optiopay.com,USD,-1448
1375,Wilton.Ara.178192@optiopay.com,EUR,-880
1376,Sacha.Brendan.189546@optiopay.com,USD,1401
1377,Elizbeth.Giselle.82077@optiopay.com,EUR,2854
1378,Sebastian.Giuseppina.79850@optiopay.com,EUR,-109
1379,Brendan.Ladonna.22586@optiopay.com,USD,-1985
1380,Stephan.Cecilia.23646@optiopay.com,EUR,322
1381,Roxann.Emelina.144162@optiopay.com,USD,346
1382,Lise.Roxann.67258@optiopay.com,EUR,1966
1383,Lise.Wilton.146475@optiopay.com,EUR,1332
1384,Micki.Sacha.163696@optiopay.com,USD,-1562
1385,Roxann.Giuseppina.84626@optiopay.com,EUR,1329
1386,Ladonna.Giuseppina.100711@optiopay.com,USD,2840
1387,Sebastian.Cristi.137130@optiopay.com,USD,1169
1388,Giselle.Elizbeth.188506@optiopay.com,EUR,-52
1389,Donnell.Ara.256@optiopay.com,USD,2913
1390,Emelina.Giuseppina.182069@optiopay.com,USD,953
1391,Giselle.Giuseppina.61187@optiopay.com,USD,1997
1392,Emelina.Donnell.173712@optiopay.com,EUR,800
1393,Wilton.Emelina.166741@optiopay.com,USD,1619
1394,Ladonna.Catalina.119886@optiopay.com,EUR,1308
1395,Elizbeth.Donnell.14030@optiopay.com,EUR,2684
1396,Cecilia.Cecilia.170058@optiopay.com,USD,-384
1397,Elizbeth.Roxann.2125@optiopay.com,USD,420
1398,Emelina.Ladonna.120863@optiopay.com,EUR,-381
1399,Quinton.Sacha.52945@optiopay.com,USD,-189
1400,Quinton.Cecilia.111142@optiopay.com,USD,1140
1401,Roxann.Emelina.179437@optiopay.com,EUR,1491
1402,Micki.Stephan.3596@optiopay.com,USD,2719
1403,Cristi.Giuseppina.6739@optiopay.com,USD,2748
1404,Brendan.Sacha.140706@optiopay.com,EUR,-806
1405,Cecilia.Yoshik.145595@optiopay.com,USD,1382
1406,Wilton.Ladonna.158346@optiopay.com,EUR,-157
1407,Quinton.Brendan.172400@optiopay.com,EUR,2345
1408,Emelina.Roxann.90537@optiopay.com,EUR,-1961
1409,Brendan.Sacha.140706@optiopay.com,EUR,970
1410,Elizbeth.Roxann.2125@optiopay.com,EUR,1174
1411,Roxann.Giselle.28350@optiopay.com,EUR,1587
1412,Giselle.Ara.71900@optiopay.com,EUR,871
1413,Roxann.Brendan.188596@optiopay.com,USD,1805
1414,Elizbeth.Stephan.188777@optiopay.com,EUR,64
1415,Sacha.Brendan.189546@optiopay.com,EUR,1567
1416,Ara.Yoshik.105680@optiopay.com,USD,1487
1417,Wilton.Catalina.150768@optiopay.com,EUR,-1720
1418,Yoshik.Wilton.44350@optiopay.com,EUR,-1256
1419,Micki.Elizbeth.47569@optiopay.com,USD,2594
1420,Cristi.Wilton.58580@optiopay.com,EUR,-675
1421,Giuseppina.Yoshik.13046@optiopay.com,EUR,2425
1422,Giselle.Ara.71900@optiopay.com,USD,1865
1423,Giuseppina.Sacha.189351@optiopay.com,EUR,-1215
1424,Ladonna.Donnell.94332@optiopay.com,EUR,-1292
1425,Sacha.Emelina.92226@optiopay.com,USD,1271
1426,Giuseppina.Ara.125566@optiopay.com,EUR,-1233
1427,Ladonna.Sebastian.80432@optiopay.com,USD,2507
1428,Brendan.Sacha.126265@optiopay.com,USD,459
1429,Cristi.Giselle.97897@optiopay.com,USD,-72
1430,Sebastian.Giuseppina.79850@optiopay.com,EUR,2356
1431,Yoshik.Elizbeth.61884@optiopay.com,USD,-918
1432,Emelina.Giuseppina.137580@optiopay.com,EUR,1782
1433,Roxann.Giselle.28350@optiopay.com,USD,1423
1434,Cecilia.Roxann.44731@optiopay.com,EUR,-1970
1435,Cristi.Micki.41577@optiopay.com,EUR,-1751
1436,Ara.Quinton.139659@optiopay.com,USD,-325
1437,Giuseppina.Micki.6561@optiopay.com,USD,-1909
1438,Giselle.Giselle.134146@optiopay.com,USD,1236
1439,Elizbeth.Giselle.82077@optiopay.com,USD,2051
1440,Yoshik.Quinton.19912@optiopay.com,USD,2609
1441,Stephan.Elizbeth.2401@optiopay.com,USD,541
1442,Catalina.Wilton.140038@optiopay.com,USD,-41
1443,Lise.Sebastian.114539@optiopay.com,EUR,177
1444,Giselle.Roxann.166147@optiopay.com,EUR,-694
1445,Lise.Cecilia.130321@optiopay.com,USD,2235
1446,Wilton.Giselle.148615@optiopay.com,EUR,-1205
1447,Quinton.Sacha.174151@optiopay.com,EUR,1086
1448,Giuseppina.Lise.124991@optiopay.com,EUR,-1833
1449,Quinton.Giuseppina.59370@optiopay.com,EUR,-202
1450,Brendan.Sebastian.1296@optiopay.com,EUR,1394
1451,Elizbeth.Lise.172487@optiopay.com,USD,1111
1452,Elizbeth.Catalina.130673@optiopay.com,USD,219
1453,Sebastian.Quinton.182338@optiopay.com,USD,-843
1454,Brendan.Stephan.124650@optiopay.com,USD,2942
1455,Donnell.Cristi.24935@optiopay.com,EUR,1678
1456,Giselle.Giuseppina.61187@optiopay.com,USD,1650
1457,Roxann.Stephan.43306@optiopay.com,USD,1312
1458,Catalina.Wilton.140038@optiopay.com,USD,-1417
1459,Giuseppina.Cecilia.69693@optiopay.com,EUR,1967
1460,Ladonna.Elizbeth.9423@optiopay.com,EUR,-1075
1461,Roxann.Quinton.172013@optiopay.com,USD,1495
1462,Yoshik.Micki.16828@optiopay.com,USD,2652
1463,Brendan.Sacha.19564@optiopay.com,USD,2110
1464,Cristi.Giuseppina.6739@optiopay.com,EUR,-1392
1465,Quinton.Giselle.118955@optiopay.com,EUR,-1271
1466,Ladonna.Micki.160951@optiopay.com,EUR,-395
1467,Wilton.Micki.182192@optiopay.com,EUR,-1147
1468,Donnell.Sacha.7690@optiopay.com,EUR,-915
1469,Giselle.Lise.102407@optiopay.com,USD,2844
1470,Giselle.Giuseppina.61187@optiopay.com,USD,-1459
1471,Ladonna.Sacha.51793@optiopay.com,USD,1130
1472,Ladonna.Giuseppina.100711@optiopay.com,EUR,323
1473,Ara.Elizbeth.175800@optiopay.com,USD,967
1474,Ara.Roxann.161114@optiopay.com,EUR,722
1475,Giselle.Yoshik.182399@optiopay.com,EUR,-1753
1476,Brendan.Sebastian.93229@optiopay.com,USD,-849
1477,Quinton.Giuseppina.59370@optiopay.com,EUR,2157
1478,Quinton.Elizbeth.77858@optiopay.com,EUR,1685
1479,Cristi.Elizbeth.57040@optiopay.com,EUR,1302
1480,Emelina.Giuseppina.182069@optiopay.com,EUR,-3
1481,Giselle.Cecilia.126068@optiopay.com,USD,769
1482,Stephan.Emelina.114794@optiopay.com,USD,387
1483,Giselle.Ara.167636@optiopay.com,USD,765
1484,Micki.Micki.115623@optiopay.com,EUR,-1969
1485,Ladonna.Donnell.94332@optiopay.com,USD,2755
1486,Brendan.Quinton.31884@optiopay.com,EUR,2159
1487,Giselle.Ara.167636@optiopay.com,EUR,1737
1488,Quinton.Giselle.118955@optiopay.com,USD,1289
1489,Catalina.Wilton.140038@optiopay.com,USD,1367
1490,Emelina.Giuseppina.14641@optiopay.com,USD,1081
1491,Catalina.Wilton.140038@optiopay.com,USD,2305
1492,Lise.Roxann.27103@optiopay.com,USD,-1901
1493,Cristi.Giuseppina.6739@optiopay.com,EUR,1149
1494,Roxann.Emelina.179437@optiopay.com,USD,-167
1495,Yoshik.Giuseppina.89189@optiopay.com,EUR,-1744
1496,Elizbeth.Donnell.14030@optiopay.com,USD,2104
1497,Ladonna.Yoshik.183604@optiopay.com,EUR,-1369
1498,Sacha.Brendan.189546@optiopay.com,EUR,1858
1499,Stephan.Brendan.44697@optiopay.com,EUR,-415
1500,Roxann.Micki.5228@optiopay.com,EUR,-1269
1501,Brendan.Sacha.140706@optiopay.com,EUR,957
1502,Catalina.Catalina.171817@optiopay.com,EUR,2474
1503,Quinton.Ara.152323@optiopay.com,USD,1155
1504,Emelina.Lise.116898@optiopay.com,USD,2898
1505,Donnell.Cristi.58470@optiopay.com,EUR,1869
1506,Stephan.Cecilia.23646@optiopay.com,EUR,1061
1507,Emelina.Roxann.109600@optiopay.com,EUR,590
1508,Giselle.Roxann.83521@optiopay.com,EUR,58
1509,Wilton.Sebastian.162684@optiopay.com,USD,1056
1510,Sacha.Brendan.189546@optiopay.com,EUR,-772
1511,Brendan.Ladonna.22586@optiopay.com,EUR,1629
1512,Cristi.Cristi.109019@optiopay.com,EUR,-224
1513,Cristi.Donnell.32825@optiopay.com,USD,2576
1514,Cristi.Giuseppina.6739@optiopay.com,USD,56
1515,Lise.Micki.102298@optiopay.com,USD,222
1516,Giselle.Ara.167636@optiopay.com,USD,-1652
1517,Giselle.Ara.167636@optiopay.com,USD,779
1518,Quinton.Giuseppina.59370@optiopay.com,EUR,737
1519,Ladonna.Catalina.119886@optiopay.com,EUR,-128
1520,Roxann.Roxann.180293@optiopay.com,EUR,1860
1521,Micki.Sebastian.8034@optiopay.com,EUR,1380
1522,Giuseppina.Yoshik.54537@optiopay.com,EUR,-583
1523,Giuseppina.Donnell.140042@optiopay.com,EUR,2955
1524,Emelina.Ladonna.134132@optiopay.com,USD,-963
1525,Sacha.Giselle.78752@optiopay.com,EUR,1102
1526,Donnell.Sebastian.93189@optiopay.com,USD,-1220
1527,Quinton.Cecilia.111142@optiopay.com,USD,-1690
1528,Ara.Elizbeth.58254@optiopay.com,EUR,2420
1529,Brendan.Micki.6025@optiopay.com,USD,1873
1530,Quinton.Ara.152323@optiopay.com,USD,1220
1531,Cristi.Stephan.1402@optiopay.com,EUR,1067
1532,Sacha.Yoshik.123435@optiopay.com,EUR,411
1533,Giuseppina.Donnell.79689@optiopay.com,USD,1904
1534,Lise.Roxann.67258@optiopay.com,USD,-1890
1535,Brendan.Sebastian.93229@optiopay.com,USD,2121
1536,Ladonna.Sacha.51793@optiopay.com,EUR,-817
1537,Emelina.Brendan.36606@optiopay.com,EUR,-382
1538,Wilton.Sebastian.162684@optiopay.com,EUR,2910
1539,Donnell.Sacha.7690@optiopay.com,USD,-1787
1540,Sebastian.Emelina.155022@optiopay.com,EUR,1483
1541,Quinton.Sacha.174151@optiopay.com,EUR,1800
1542,Catalina.Sebastian.625@optiopay.com,USD,-277
1543,Catalina.Giselle.1@optiopay.com,EUR,-198
1544,Elizbeth.Stephan.184006@optiopay.com,USD,1693
1545,Brendan.Sacha.140706@optiopay.com,EUR,-424
1546,Lise.Catalina.142252@optiopay.com,USD,195
1547,Sebastian.Quinton.159181@optiopay.com,USD,2074
1548,Sebastian.Sebastian.38733@optiopay.com,USD,-938
1549,Cecilia.Roxann.132515@optiopay.com,EUR,630
1550,Cecilia.Roxann.132515@optiopay.com,EUR,999
1551,Catalina.Donnell.113466@optiopay.com,EUR,936
1552,Giuseppina.Sacha.189351@optiopay.com,EUR,1640
1553,Sebastian.Cecilia.9244@optiopay.com,EUR,179
1554,Giselle.Lise.102407@optiopay.com,USD,-1681
1555,Elizbeth.Giselle.82077@optiopay.com,EUR,-1956
1556,Quinton.Donnell.41303@optiopay.com,USD,-935
1557,Micki.Micki.51051@optiopay.com,EUR,974
1558,Sebastian.Lise.68130@optiopay.com,USD,112
1559,Lise.Lise.118411@optiopay.com,EUR,1186
1560,Lise.Wilton.146475@optiopay.com,USD,115
1561,Emelina.Wilton.11507@optiopay.com,EUR,-870
1562,Wilton.Stephan.48567@optiopay.com,EUR,-1598
1563,Donnell.Ara.256@optiopay.com,EUR,657
1564,Ladonna.Elizbeth.9423@optiopay.com,EUR,-921
1565,Giuseppina.Donnell.79689@optiopay.com,EUR,1811
1566,Quinton.Giuseppina.59370@optiopay.com,USD,1461
1567,Donnell.Micki.130636@optiopay.com,EUR,-1441
1568,Elizbeth.Giselle.82077@optiopay.com,EUR,-77
1569,Roxann.Emelina.128371@optiopay.com,EUR,-1118
1570,Yoshik.Cecilia.175411@optiopay.com,EUR,-702
1571,Sacha.Cecilia.69988@optiopay.com,EUR,-1815
1572,Ara.Catalina.68212@optiopay.com,EUR,2676
1573,Elizbeth.Quinton.32079@optiopay.com,EUR,1547
1574,Sacha.Quinton.96024@optiopay.com,EUR,-987
1575,Ladonna.Sacha.51793@optiopay.com,EUR,2366
1576,Lise.Roxann.83648@optiopay.com,USD,-281
1577,Catalina.Catalina.171817@optiopay.com,USD,277
1578,Yoshik.Roxann.130256@optiopay.com,EUR,1147
1579,Ladonna.Sebastian.80432@optiopay.com,EUR,-447
1580,Lise.Roxann.67258@optiopay.com,USD,-887
1581,Sacha.Giuseppina.84928@optiopay.com,USD,-1272
1582,Stephan.Yoshik.129814@optiopay.com,USD,2383
1583,Lise.Micki.102298@optiopay.com,USD,196
1584,Catalina.Quinton.188967@optiopay.com,EUR,2208
1585,Donnell.Micki.130636@optiopay.com,USD,1812
1586,Stephan.Sebastian.142217@optiopay.com,USD,1223
1587,Giselle.Stephan.37672@optiopay.com,USD,1995
1588,Brendan.Giuseppina.81@optiopay.com,EUR,1714
1589,Brendan.Giuseppina.167293@optiopay.com,EUR,-1259
1590,Ladonna.Sebastian.80432@optiopay.com,USD,-663
1591,Stephan.Elizbeth.2401@optiopay.com,EUR,-854
1592,Elizbeth.Quinton.32079@optiopay.com,EUR,680
1593,Roxann.Brendan.119133@optiopay.com,EUR,853
1594,Cristi.Stephan.1402@optiopay.com,USD,2762
1595,Ara.Roxann.161114@optiopay.com,USD,1420
1596,Elizbeth.Stephan.188777@optiopay.com,EUR,1039
1597,Yoshik.Wilton.44350@optiopay.com,USD,-517
1598,Wilton.Stephan.48567@optiopay.com,USD,1516
1599,Catalina.Wilton.140038@optiopay.com,EUR,-1417
1600,Stephan.Cristi.108374@optiopay.com,USD,290
1601,Quinton.Elizbeth.51764@optiopay.com,USD,-1277
1602,Micki.Sebastian.69719@optiopay.com,USD,2958
1603,Yoshik.Giuseppina.157405@optiopay.com,USD,2370
1604,Quinton.Donnell.41303@optiopay.com,EUR,-546
1605,Yoshik.Giuseppina.89189@optiopay.com,EUR,-1088
1606,Ara.Wilton.17966@optiopay.com,USD,-1957
1607,Catalina.Giselle.1@optiopay.com,EUR,634
1608,Sacha.Giselle.78752@optiopay.com,USD,-910
1609,Giselle.Ara.71900@optiopay.com,USD,-1769
1610,Quinton.Sacha.174151@optiopay.com,EUR,59
1611,Cristi.Sacha.38416@optiopay.com,USD,674
1612,Yoshik.Cecilia.764@optiopay.com,USD,-120
1613,Roxann.Quinton.172013@optiopay.com,USD,82
1614,Yoshik.Catalina.117599@optiopay.com,EUR,2225
1615,Yoshik.Roxann.130256@optiopay.com,EUR,-1093
1616,Emelina.Sacha.78766@optiopay.com,USD,-25
1617,Brendan.Quinton.31884@optiopay.com,EUR,2724
1618,Ladonna.Lise.5027@optiopay.com,EUR,-652
1619,Ara.Lise.149134@optiopay.com,EUR,-123
1620,Giselle.Lise.102407@optiopay.com,USD,2993
1621,Ara.Giuseppina.157211@optiopay.com,EUR,-1744
1622,Brendan.Giuseppina.81@optiopay.com,EUR,1690
1623,Emelina.Roxann.109600@optiopay.com,USD,-579
1624,Emelina.Giuseppina.104574@optiopay.com,USD,-49
1625,Sebastian.Stephan.107116@optiopay.com,EUR,-1827
1626,Giuseppina.Ara.125566@optiopay.com,EUR,2623
1627,Emelina.Brendan.36606@optiopay.com,USD,-302
1628,Roxann.Stephan.43306@optiopay.com,EUR,-1169
1629,Emelina.Ladonna.134132@optiopay.com,EUR,825
1630,Stephan.Emelina.114794@optiopay.com,USD,-669
1631,Donnell.Ara.256@optiopay.com,EUR,1868
1632,Elizbeth.Sebastian.22432@optiopay.com,USD,-903
1633,Lise.Wilton.146475@optiopay.com,USD,2469
1634,Ladonna.Sebastian.80432@optiopay.com,USD,-903
1635,Brendan.Giuseppina.167293@optiopay.com,USD,1450
1636,Cecilia.Lise.92171@optiopay.com,USD,-1671
1637,Catalina.Quinton.188967@optiopay.com,USD,1511
1638,Yoshik.Micki.11387@optiopay.com,USD,-123
1639,Brendan.Ladonna.22586@optiopay.com,EUR,1320
1640,Roxann.Roxann.180293@optiopay.com,USD,1299
1641,Ara.Yoshik.105680@optiopay.com,EUR,300
1642,Donnell.Sacha.171935@optiopay.com,EUR,-1927
1643,Lise.Roxann.67258@optiopay.com,EUR,1546
1644,Ara.Wilton.17966@optiopay.com,USD,580
1645,Ara.Micki.175144@optiopay.com,EUR,-384
1646,Stephan.Elizbeth.2401@optiopay.com,USD,789
1647,Donnell.Micki.130636@optiopay.com,USD,260
1648,Ladonna.Donnell.94332@optiopay.com,EUR,341
1649,Micki.Stephan.3596@optiopay.com,EUR,1401
1650,Giselle.Stephan.37672@optiopay.com,EUR,1186
1651,Giselle.Cecilia.126068@optiopay.com,EUR,-1180
1652,Cristi.Elizbeth.46818@optiopay.com,USD,1095
1653,Stephan.Stephan.142394@optiopay.com,USD,-385
1654,Giselle.Ara.71900@optiopay.com,USD,-610
1655,Ara.Elizbeth.175800@optiopay.com,USD,2744
1656,Roxann.Quinton.142747@optiopay.com,USD,812
1657,Cecilia.Stephan.149341@optiopay.com,EUR,1730
1658,Lise.Roxann.83648@optiopay.com,USD,586
1659,Giselle.Ara.32189@optiopay.com,USD,2934
1660,Donnell.Cristi.24935@optiopay.com,EUR,2834
1661,Cecilia.Micki.26621@optiopay.com,USD,-344
1662,Ladonna.Quinton.31001@optiopay.com,USD,-235
1663,Catalina.Yoshik.188492@optiopay.com,USD,1588
1664,Elizbeth.Lise.172487@optiopay.com,USD,2110
1665,Cristi.Elizbeth.46818@optiopay.com,USD,523
1666,Ladonna.Quinton.31001@optiopay.com,USD,-1286
1667,Micki.Roxann.124219@optiopay.com,EUR,-1251
1668,Elizbeth.Emelina.143930@optiopay.com,EUR,-1251
1669,Micki.Brendan.43257@optiopay.com,USD,1020
1670,Yoshik.Elizbeth.61884@optiopay.com,EUR,2435
1671,Quinton.Cecilia.111142@optiopay.com,USD,2984
1672,Ladonna.Sacha.51793@optiopay.com,EUR,1144
1673,Emelina.Ladonna.54452@optiopay.com,EUR,-37
1674,Sebastian.Wilton.7687@optiopay.com,USD,2043
1675,Giselle.Brendan.154392@optiopay.com,USD,1751
1676,Donnell.Cristi.58470@optiopay.com,EUR,2118
1677,Emelina.Ladonna.120863@optiopay.com,USD,1569
1678,Sebastian.Wilton.7687@optiopay.com,EUR,380
1679,Brendan.Donnell.186440@optiopay.com,USD,623
1680,Emelina.Roxann.109600@optiopay.com,EUR,-1338
1681,Ladonna.Lise.5027@optiopay.com,USD,2771
1682,Roxann.Stephan.181434@optiopay.com,EUR,294
1683,Ladonna.Elizbeth.42349@optiopay.com,EUR,-1790
1684,Wilton.Ladonna.158346@optiopay.com,EUR,318
1685,Ladonna.Catalina.119886@optiopay.com,USD,-1504
1686,Emelina.Brendan.36606@optiopay.com,EUR,1954
1687,Yoshik.Giuseppina.157405@optiopay.com,USD,-1581
1688,Brendan.Sacha.126265@optiopay.com,EUR,-854
1689,Giselle.Cecilia.76339@optiopay.com,USD,1584
1690,Ladonna.Sebastian.4922@optiopay.com,EUR,129
1691,Giselle.Ara.167636@optiopay.com,EUR,-1997
1692,Ara.Roxann.161114@optiopay.com,EUR,-232
1693,Emelina.Donnell.173712@optiopay.com,USD,-1009
1694,Ara.Wilton.17966@optiopay.com,USD,1626
1695,Lise.Sebastian.114539@optiopay.com,EUR,1477
1696,Donnell.Sebastian.93189@optiopay.com,EUR,739
1697,Sebastian.Ladonna.157886@optiopay.com,EUR,-1650
1698,Wilton.Giselle.148615@optiopay.com,USD,739
1699,Stephan.Emelina.114794@optiopay.com,USD,-35
1700,Giselle.Giuseppina.65064@optiopay.com,EUR,2266
1701,Cecilia.Lise.92171@optiopay.com,EUR,2698
1702,Ladonna.Brendan.127227@optiopay.com,EUR,-1572
1703,Cristi.Elizbeth.46818@optiopay.com,USD,353
1704,Ladonna.Stephan.52712@optiopay.com,EUR,-1487
1705,Yoshik.Ara.67102@optiopay.com,USD,863
1706,Catalina.Donnell.113466@optiopay.com,USD,1821
1707,Giuseppina.Roxann.17594@optiopay.com,EUR,2349
1708,Giselle.Ara.71900@optiopay.com,EUR,2287
1709,Micki.Wilton.68571@optiopay.com,USD,-908
1710,Yoshik.Wilton.44350@optiopay.com,EUR,-710
1711,Lise.Giselle.118562@optiopay.com,USD,2122
1712,Sacha.Stephan.74739@optiopay.com,USD,2575
1713,Giuseppina.Ara.125566@optiopay.com,EUR,997
1714,Donnell.Giuseppina.165285@optiopay.com,USD,2129
1715,Giselle.Ara.184112@optiopay.com,USD,-355
1716,Yoshik.Giselle.42943@optiopay.com,EUR,-1627
1717,Cristi.Wilton.58580@optiopay.com,EUR,-682
1718,Emelina.Sacha.78766@optiopay.com,EUR,1250
1719,Lise.Roxann.83648@optiopay.com,USD,2803
1720,Roxann.Giuseppina.36254@optiopay.com,USD,1671
1721,Emelina.Giuseppina.137580@optiopay.com,EUR,1552
1722,Emelina.Ladonna.134132@optiopay.com,USD,-1175
1723,Giuseppina.Yoshik.13046@optiopay.com,USD,957
1724,Roxann.Roxann.180293@optiopay.com,EUR,2244
1725,Cristi.Donnell.32825@optiopay.com,USD,-1281
1726,Emelina.Lise.116898@optiopay.com,USD,1414
1727,Quinton.Brendan.172400@optiopay.com,EUR,-1574
1728,Yoshik.Cecilia.764@optiopay.com,EUR,1747
1729,Ara.Elizbeth.175800@optiopay.com,EUR,2011
1730,Donnell.Ara.256@optiopay.com,USD,-1920
1731,Quinton.Elizbeth.51764@optiopay.com,USD,-1302
1732,Yoshik.Ladonna.2868@optiopay.com,EUR,-236
1733,Sebastian.Wilton.7687@optiopay.com,EUR,2830
1734,Wilton.Sebastian.162684@optiopay.com,EUR,-1924
1735,Brendan.Yoshik.138604@optiopay.com,EUR,-381
1736,Cristi.Giuseppina.6739@optiopay.com,USD,1782
1737,Yoshik.Giselle.42943@optiopay.com,EUR,-891
1738,Emelina.Giuseppina.14641@optiopay.com,EUR,-1938
1739,Lise.Giuseppina.172711@optiopay.com,USD,-1357
1740,Roxann.Roxann.180293@optiopay.com,EUR,-226
1741,Sebastian.Quinton.182338@optiopay.com,EUR,-789
1742,Donnell.Cristi.58470@optiopay.com,EUR,420
1743,Donnell.Sacha.7690@optiopay.com,EUR,-198
1744,Brendan.Giuseppina.81@optiopay.com,EUR,-332
1745,Elizbeth.Catalina.15256@optiopay.com,EUR,786
1746,Sebastian.Quinton.182338@optiopay.com,EUR,1566
1747,Ladonna.Brendan.127227@optiopay.com,USD,-975
1748,Brendan.Donnell.186440@optiopay.com,EUR,-1140
1749,Lise.Ladonna.30582@optiopay.com,USD,123
1750,Ladonna.Giselle.66321@optiopay.com,EUR,1349
1751,Ladonna.Stephan.129033@optiopay.com,EUR,-479
1752,Wilton.Micki.182192@optiopay.com,EUR,882
1753,Ladonna.Cristi.155771@optiopay.com,EUR,2952
1754,Emelina.Giselle.112159@optiopay.com,USD,1005
1755,Ladonna.Brendan.127227@optiopay.com,USD,-385
1756,Brendan.Sacha.19564@optiopay.com,USD,439
1757,Sebastian.Lise.68130@optiopay.com,EUR,2332
1758,Yoshik.Giselle.42943@optiopay.com,USD,-385
1759,Sacha.Brendan.189546@optiopay.com,EUR,215
1760,Elizbeth.Lise.35744@optiopay.com,EUR,911
1761,Giuseppina.Cecilia.69693@optiopay.com,USD,1474
1762,Giuseppina.Micki.6561@optiopay.com,USD,1441
1763,Ladonna.Wilton.168130@optiopay.com,USD,2821
1764,Yoshik.Sacha.95733@optiopay.com,EUR,-1433
1765,Quinton.Roxann.118426@optiopay.com,EUR,-912
1766,Emelina.Roxann.109600@optiopay.com,USD,1939
1767,Cecilia.Lise.4096@optiopay.com,USD,2427
1768,Yoshik.Cecilia.175411@optiopay.com,EUR,-1580
1769,Micki.Wilton.148478@optiopay.com,USD,2102
1770,Brendan.Micki.6025@optiopay.com,EUR,317
1771,Catalina.Catalina.114823@optiopay.com,USD,-1499
1772,Emelina.Giselle.112159@optiopay.com,EUR,-1962
1773,Stephan.Ara.72241@optiopay.com,USD,2056
1774,Roxann.Brendan.119133@optiopay.com,USD,2732
1775,Giselle.Giuseppina.65064@optiopay.com,USD,1245
1776,Emelina.Wilton.11507@optiopay.com,EUR,2402
1777,Stephan.Yoshik.129814@optiopay.com,USD,-938
1778,Brendan.Sebastian.93229@optiopay.com,EUR,-1137
1779,Ara.Elizbeth.175800@optiopay.com,EUR,2979
1780,Elizbeth.Donnell.14030@optiopay.com,EUR,1134
1781,Sacha.Micki.16@optiopay.com,EUR,-1474
1782,Giselle.Cecilia.126068@optiopay.com,EUR,-5
1783,Lise.Micki.102298@optiopay.com,EUR,-831
1784,Yoshik.Ladonna.126124@optiopay.com,EUR,-1747
1785,Sacha.Giselle.78752@optiopay.com,EUR,-1081
1786,Wilton.Giselle.148615@optiopay.com,EUR,1198
1787,Roxann.Brendan.119133@optiopay.com,USD,-407
1788,Stephan.Elizbeth.2401@optiopay.com,USD,1150
1789,Sacha.Donnell.173831@optiopay.com,EUR,309
1790,Sacha.Catalina.127470@optiopay.com,EUR,559
1791,Ladonna.Donnell.94332@optiopay.com,USD,1479
1792,Cecilia.Yoshik.145595@optiopay.com,USD,726
1793,Wilton.Micki.182192@optiopay.com,EUR,-1239
1794,Wilton.Catalina.135093@optiopay.com,EUR,2381
1795,Emelina.Wilton.11507@optiopay.com,USD,2904
1796,Giselle.Ara.32189@optiopay.com,USD,903
1797,Ladonna.Micki.111817@optiopay.com,EUR,-357
1798,Ara.Ara.175433@optiopay.com,EUR,-182
1799,Cecilia.Roxann.122040@optiopay.com,USD,-688
1800,Cristi.Giselle.97897@optiopay.com,EUR,393
1801,Emelina.Giuseppina.14641@optiopay.com,USD,1841
1802,Giselle.Cecilia.126068@optiopay.com,EUR,-551
1803,Lise.Cecilia.130321@optiopay.com,USD,621
1804,Catalina.Catalina.171817@optiopay.com,EUR,2840
1805,Sacha.Emelina.163144@optiopay.com,EUR,-212
1806,Micki.Sebastian.69719@optiopay.com,USD,-1990
1807,Giselle.Giuseppina.61187@optiopay.com,EUR,-1061
1808,Giuseppina.Donnell.140042@optiopay.com,USD,-1888
1809,Quinton.Giselle.118955@optiopay.com,USD,-426
1810,Ara.Elizbeth.175800@optiopay.com,EUR,2964
1811,Yoshik.Stephan.160000@optiopay.com,EUR,467
1812,Quinton.Giselle.118955@optiopay.com,USD,2251
1813,Giuseppina.Donnell.79689@optiopay.com,USD,2723
1814,Brendan.Sacha.126265@optiopay.com,EUR,-1867
1815,Sacha.Yoshik.123435@optiopay.com,USD,1298
1816,Roxann.Emelina.144162@optiopay.com,EUR,1566
1817,Giuseppina.Cecilia.153950@optiopay.com,USD,51
1818,Brendan.Donnell.186440@optiopay.com,EUR,-663
1819,Yoshik.Roxann.130256@optiopay.com,USD,1300
1820,Brendan.Lise.128544@optiopay.com,USD,-1001
1821,Wilton.Micki.182192@optiopay.com,EUR,-107
1822,Ladonna.Donnell.94332@optiopay.com,USD,-847
1823,Sebastian.Emelina.155022@optiopay.com,EUR,580
